ID	Name	Matches	
RXN-10755	&beta;-D-galactosyl-(1->4)-L-rhamnose + phosphate  &harr;  L-rhamnopyranose + &alpha;-D-galactose 1-phosphate	GALACTOSE-1P, CPD-11607, L-rhamnopyranose, Pi	
RXN-22896	&beta;-D-galactosyl-<i>N</i>-hexadecanoylsphingosine + H<sub>2</sub>O  &rarr;  <i>N</i>-hexadecanoylsphingosine + D-galactopyranose	CPD-25368, CPD66-41, D-galactopyranose, WATER	
RXN-16514	&beta;-D-galacturonate  &rarr;  <i>aldehydo</i>-D-galacturonate	CPD-12524, CPD-15633	
URONATE-DEHYDROGENASE-RXN	&beta;-D-galacturonate + NAD<sup>+</sup>  &rarr;  D-galactaro-1,5-lactone + NADH + H<SUP>+</SUP>	CPD-12524, CPD-17138, PROTON, NAD, NADH	
RXN-22133	&beta;-D-GalNAc-(1&rarr;3)-&alpha;-L-Rha-(1&rarr;4)-&alpha;-D-Glc-(1&rarr;4)-&beta;-D-Gal-(1&rarr;3)-GalNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &beta;-D-GalNAc-(1&rarr;3)-&alpha;-L-Rha-(1&rarr;4)-&alpha;-D-Glc-(1&rarr;4)-&beta;-D-Gal-(1&rarr;3)-GalNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-24107, PROTON	
RXN-22128	&beta;-D-GalNAc-(1&rarr;3)-&alpha;-L-Rha-(1&rarr;4)-&alpha;-D-GlcNAc-(1&rarr;4)-&beta;-D-Gal-(1&rarr;3)-GalNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &beta;-D-GalNAc-(1&rarr;3)-&alpha;-L-Rha-(1&rarr;4)-&alpha;-D-GlcNAc-(1&rarr;4)-&beta;-D-Gal-(1&rarr;3)-GalNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-24101, PROTON	
RXN-21329	&beta;-D-Glc-(1&rarr;3)-&beta;-D-Glc-(1&rarr;6)-&beta;-D-Glc-(1&rarr;6)-&beta;-D-Glc-(1&rarr;4)-6-<i>O</i>-acetyl-&beta;-D-Glc-(1&rarr;4)-&beta;-D-Glc-(1&rarr;3)-&alpha;-D-Gal-PP-Und + succinyl-CoA  &rarr;  6-<i>O</i>-succinoyl-&beta;-D-Glc-(1&rarr;3)-&beta;-D-Glc-(1&rarr;6)-&beta;-D-Glc-(1&rarr;6)-&beta;-D-Glc-(1&rarr;4)-6-<i>O</i>-acetyl-&beta;-D-Glc-(1&rarr;4)-&beta;-D-Glc-(1&rarr;3)-&alpha;-D-Gal-PP-Und + coenzyme A	CPD-23229, CPD-23230, CO-A, SUC-COA	
RXN-21331	&beta;-D-Glc-(1&rarr;3)-6-<i>O</i>-succinoyl-&beta;-D-Glc-(1&rarr;3)-&beta;-D-Glc-(1&rarr;6)-&beta;-D-Glc-(1&rarr;6)-&beta;-D-Glc-(1&rarr;4)-6-<i>O</i>-acetyl-&beta;-D-Glc-(1&rarr;4)-&beta;-D-Glc-(1&rarr;3)-&alpha;-D-Gal-PP-Und + phospho<i>enol</i>pyruvate  &rarr;  4,6-pyruvoyl-&beta;-D-Glc-(1&rarr;3)-6-<i>O</i>-succinoyl-&beta;-D-Glc-(1&rarr;3)-&beta;-D-Glc-(1&rarr;6)-&beta;-D-Glc-(1&rarr;6)-&beta;-D-Glc-(1&rarr;4)-6-<i>O</i>-acetyl-&beta;-D-Glc-(1&rarr;4)-&beta;-D-Glc-(1&rarr;3)-&alpha;-D-Gal-PP-Und + phosphate	CPD-23232, CPD-23233, Pi, PHOSPHO-ENOL-PYRUVATE	
RXN-21324	&beta;-D-Glc-(1&rarr;4)-&beta;-D-Glc-(1&rarr;3)-&alpha;-D-Gal-diphosphoundecaprenol + acetyl-CoA  &rarr;  6-<i>O</i>-acetyl-&beta;-D-Glc-(1&rarr;4)-&beta;-D-Glc-(1&rarr;3)-&alpha;-D-Gal-PP-Und + coenzyme A	CPD-23224, CPD-23225, ACETYL-COA, CO-A	
RXN-11807	&beta;-D-Glc-(1&rarr;6)-&alpha;-D-Glc-(1&rarr;4)-&beta;-D-GlcA-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-&beta;-D-Glc-(1&rarr;4)-&alpha;-Glc-PP-Und + dTDP-&beta;-L-rhamnose  &rarr;  L-Rha-&beta;-(1,6)-Glc-&beta;-(1,6)-Glc-&alpha;-(1,4)-GlcA-&beta;-(1,2)-D-Man-&alpha;-(1,3)-D-Glc-&beta;-(1,4)-Glc-&alpha;-PP-Und + dTDP + H<SUP>+</SUP>	CPD-12785, TDP, DTDP-RHAMNOSE, PROTON, CPD-12786	
RXN-22177	&beta;-D-Glc-(1&rarr;6)-[&beta;-D-GlcA-(1&rarr;4)]-&alpha;-D-Gal-(1&rarr;6)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &beta;-D-Glc-(1&rarr;6)-[&beta;-D-GlcA-(1&rarr;4)]-&alpha;-D-Gal-(1&rarr;6)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-24156, PROTON	
RXN-22051	&beta;-D-Glc-PP-Und + &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&beta;-D-Man-(1&rarr;3)-GlcNAc-PP-undecaprenol  &rarr;  &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&beta;-D-Man-(1&rarr;3)-[&alpha;-D-Glc-(1&rarr;6)-]-&alpha;-D-GlcNAc-PP-undecaprenol + <i>di-trans,octa-cis</i>-undecaprenyl phosphate + H<SUP>+</SUP>	CPD-23760, CPD-24030, CPD-20966, CPD-9646, PROTON	
RXN-22050	&beta;-D-Glc-PP-Und + &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&beta;-D-Man-(1&rarr;3)-GlcNAc-PP-undecaprenol  &rarr;  &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-[&alpha;-D-Glc-(1&rarr;3))]-&beta;-D-Man-(1&rarr;3)-&alpha;-D-GlcNAc-PP-Und + <i>di-trans,octa-cis</i>-undecaprenyl phosphate + H<SUP>+</SUP>	CPD-23760, CPD-24453, CPD-20966, CPD-9646, PROTON	
RXN-22068	&beta;-D-Glc-PP-Und + &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&beta;-D-Man-(1&rarr;3)-GlcNAc-PP-undecaprenol  &rarr;  &alpha;-D-Man-(1&rarr;2)-[&alpha;-D-Glc-(1&rarr;4)]-&alpha;-D-Man-(1&rarr;2)-&beta;-D-Man-(1&rarr;3)-&alpha;-D-GlcNAc-PP-undecaprenol + <i>di-trans,octa-cis</i>-undecaprenyl phosphate + H<SUP>+</SUP>	CPD-23760, CPD-24043, CPD-20966, CPD-9646, PROTON	
RXN-22170	&beta;-D-GlcA-(1&rarr;4)-&alpha;-D-Gal-(1&rarr;6)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &beta;-D-GlcA-(1&rarr;4)-&alpha;-D-Gal-(1&rarr;6)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-24150, PROTON	
TRANS-RXN-322	&beta;-D-GlcA-(1&rarr;4)-&beta;-D-GlcA-(1&rarr;3)-&alpha;-D-GalNAc-(1&rarr;6)-&alpha;-D-GalNAc-PP-Und<sub>[cytosol]</sub>  &rarr;  &beta;-D-GlcA-(1&rarr;4)-&beta;-D-GlcA-(1&rarr;3)-&alpha;-D-GalNAc-(1&rarr;6)-&alpha;-D-GalNAc-PP-Und<sub>[extracellular space]</sub>	CPD-19351	
RXN-22211	&beta;-D-GlcNAc-(1&rarr;2)-&alpha;-L-Rha-(1&rarr;2)-&alpha;-L-Rha-(1&rarr;4)-&alpha;-D-Glc-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &beta;-D-GlcNAc-(1&rarr;2)-&alpha;-L-Rha-(1&rarr;2)-&alpha;-L-Rha-(1&rarr;4)-&alpha;-D-Glc-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-23931, PROTON	
RXN-22299	&beta;-D-GlcNAc46Pyr-(1&rarr;3)-&beta;-L-Rha-(1&rarr;4)-&alpha;-D-GlcNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &beta;-D-GlcNAc46Pyr-(1&rarr;3)-&beta;-L-Rha-(1&rarr;4)-&alpha;-D-GlcNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-24298, PROTON	
GLUCOSE-OXIDASE-RXN	&beta;-D-glucopyranose + dioxygen  &rarr;  D-glucono-1,5-lactone + hydrogen peroxide	GLC, GLC-D-LACTONE, OXYGEN-MOLECULE, HYDROGEN-PEROXIDE	
BETA-PHOSPHOGLUCOMUTASE-RXN	&beta;-D-glucopyranose 1-phosphate  &harr;  &beta;-D-glucose 6-phosphate	CPD-448, GLC-6-P	
RXN-11469	&beta;-D-glucopyranosyl abscisate + H<sub>2</sub>O  &rarr;  2-<i>cis</i>-abscisate + D-glucopyranose + H<SUP>+</SUP>	CPD-7727, CPD-693, Glucopyranose, WATER, PROTON	
RXN-12544	&beta;-D-glucosaminyl-(1&rarr;4)-<i>N</i>-acetyl-D-glucosamine + H<sub>2</sub>O  &rarr;  <i>N</i>-acetyl-D-glucosamine + D-glucosamine	CPD-13516, N-acetyl-D-glucosamine, GLUCOSAMINE, WATER	
RXN66-579	&beta;-D-glucose 6-phosphate  &rarr;  1D-<i>myo</i>-inositol 3-monophosphate	GLC-6-P, 1-L-MYO-INOSITOL-1-P	
RXN-11283	&beta;-D-glucose 6-phosphate + an oxidized factor 420  =  6-phospho D-glucono-1,5-lactone + a reduced factor 420	GLC-6-P, D-6-P-GLUCONO-DELTA-LACTONE, Reduced-Factor-F420, Oxidized-Factor-F420	
RXN-22897	&beta;-D-glucosyl-(1&harr;1')-<i>N</i>-hexadecanoylsphinganine + H<sub>2</sub>O  &rarr;  <i>N</i>-(hexadecanoyl)-sphinganine + D-galactopyranose	CPD-25369, CPD66-40, D-galactopyranose, WATER	
RXN-23706	&beta;-D-glucosyl-(1&rarr;3)-(4-nitrophenyl)-D-glucuronate + phosphate  &harr;  4-nitrophenyl-&beta;-D-glucuronide + &alpha;-D-glucopyranose 1-phosphate	GLC-1-P, CPD-26272, CPD-13, Pi	
RXN-23705	&beta;-D-glucosyl-(1&rarr;3)-D-glucuronate + phosphate  &harr;  D-glucuronate + &alpha;-D-glucopyranose 1-phosphate	GLC-1-P, CPD-26271, GLUCURONATE, Pi	
RXN-22645	&beta;-D-glucosyl-(1&rarr;4)-D-galactose + phosphate  &harr;  &alpha;-D-glucopyranose 1-phosphate + D-galactopyranose	GLC-1-P, CPD-24872, D-galactopyranose, Pi	
RXN-22895	&beta;-D-glucosyl-<i>N</i>-hexadecanoylsphingosine + H<sub>2</sub>O  &rarr;  <i>N</i>-hexadecanoylsphingosine + D-glucopyranose	CPD-25367, CPD66-41, Glucopyranose, WATER	
RXN-11407	&beta;-D-glucuronate + NAD<sup>+</sup>  &rarr;  D-glucaro-1,5-lactone + NADH + H<SUP>+</SUP>	CPD-12521, CPD-12595, PROTON, NAD, NADH	
RXN-16596	&beta;-D-glucuronosyl-(1&rarr;4)-&alpha;-D-galacturonosyl-(1&rarr;4)-&beta;-D-glucuronosyl-(1&rarr;4)-&alpha;-D-glucosyl-(C55 &omega;-saturated dolichyl phosphate) + <i>S</i>-adenosyl-L-methionine  &rarr;  <i>S</i>-adenosyl-L-homocysteine + methyl-<i>O</i>-4-&beta;-D-glucuronosyl-(1&rarr;4)-&alpha;-D-galacturonosyl-(1&rarr;4)-&beta;-D-glucuronosyl-(1&rarr;4)-&alpha;-D-glucosyl-(C55 &omega;-saturated dolichyl phosphate) + H<SUP>+</SUP>	CPD-17890, ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, PROTON, CPD-17889	
RXN-19208	&beta;-D-glucuronosyl-(1&rarr;4)-&beta;-D-glucuronosyl-(1&rarr;4)-&alpha;-D-glucosyl-(C55 &omega;-saturated dolichyl phosphate)  &harr;  &alpha;-D-galacturonosyl-(1&rarr;4)-&beta;-D-glucuronosyl-(1&rarr;4)-&alpha;-D-glucosyl-(C55 &omega;-saturated dolichyl phosphate)	CPD-20702, CPD-17891	
TRANS-RXN-441	&beta;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&beta;-D-Man-(1&rarr;3)-GlcNAc-PP-undecaprenol<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &beta;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&beta;-D-Man-(1&rarr;3)-GlcNAc-PP-undecaprenol<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-23761, PROTON	
TRANS-RXN-435	&beta;-D-Man--(1&rarr;4)-&alpha;-L-Rha-(1&rarr;3)-&alpha;-D-Gal-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &beta;-D-Man--(1&rarr;4)-&alpha;-L-Rha-(1&rarr;3)-&alpha;-D-Gal-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-23737, PROTON	
RXN-22193	&beta;-D-ManNAc-(1&rarr;2)-&alpha;-L-Rha-(1&rarr;2)-&alpha;-L-Rha-(1&rarr;2)-&alpha;-D-Gal-(1&rarr;3)-&alpha;-D-GlcNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &beta;-D-ManNAc-(1&rarr;2)-&alpha;-L-Rha-(1&rarr;2)-&alpha;-L-Rha-(1&rarr;2)-&alpha;-D-Gal-(1&rarr;3)-&alpha;-D-GlcNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-23790, PROTON	
TEICHOICSYN3-RXN	&beta;-D-ManNAc-(1&rarr;4)-&alpha;-D-GlcNAc-PP-Und + (2<i>R</i>)-CDP-glycerol  &rarr;  Gro-P-&beta;-D-ManNAc-(1&rarr;4)-&alpha;-D-GlcNAc-PP-Und + CMP + H<SUP>+</SUP>	ACETYL-ETCETERA-GLUCOSAMINYLDIPHOSPHOUND, CPD-606, CMP, CPD-5802, PROTON	
RXN-21855	&beta;-D-mannopyranose  &harr;  &beta;-D-glucopyranose	GLC, CPD-12601	
RXN-17506	&beta;-D-mannopyranosyl-(1&rarr;2)-&beta;-D-mannopyranosyl-(1&rarr;2)-D-mannopyranose + H<sub>2</sub>O  =  &beta;-1,2-D-mannobiose + &alpha;-D-mannopyranose	CPD-13559, CPD-18909, CPD-18913, WATER	
4.2.2.12-RXN	&beta;-D-mannosyl-(1&rarr;4)-&beta;-D-glucuronosyl-(1&rarr;2)-&alpha;-D-mannosyl-(1&rarr;3)-[xanthan polymer backbone]  &rarr;  &beta;-D-mannosyl-(1&rarr;4)-&beta;-D-glucuronosyl-(1&rarr;2)-&alpha;-D-mannosyl-(1&rarr;3)-[xanthan polymer backbone] + D-mannopyranose	Deoxy-GlcA-Man-Xanthan-Backbone, Xanthan-Side-Chain, D-mannopyranose	
RXN-12977	&beta;-D-mannosyl-(1&rarr;4)-D-glucose + phosphate  &harr;  D-glucopyranose + &alpha;-D-mannose 1-phosphate	MANNOSE-1P, CPD-14017, Glucopyranose, Pi	
TRANS-RXN-275	&beta;-D-mannosyl-(C55 &omega;-saturated dolichyl phosphate)<sub>[cytosol]</sub>  &rarr;  &beta;-D-mannosyl-(C55 &omega;-saturated dolichyl phosphate)<sub>[extracellular space]</sub>	CPD-17894	
TRANS-RXN-444	&beta;-D-Qui4NAc-(1&rarr;2)-[&alpha;-L-Rha-(1&rarr;3)]-&alpha;-D-Man-(1&rarr;4)-&beta;-D-Gal-(1&rarr;3)-&alpha;-D-GlcNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &beta;-D-Qui4NAc-(1&rarr;2)-[&alpha;-L-Rha-(1&rarr;3)]-&alpha;-D-Man-(1&rarr;4)-&beta;-D-Gal-(1&rarr;3)-&alpha;-D-GlcNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-24081, PROTON	
RXN-22179	&beta;-D-Rib<i>f</i>-(1&rarr;4)-&beta;-D-GlcA-(1&rarr;4)-&alpha;-D-Gal-(1&rarr;6)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &beta;-D-Rib<i>f</i>-(1&rarr;4)-&beta;-D-GlcA-(1&rarr;4)-&alpha;-D-Gal-(1&rarr;6)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-24155, PROTON	
RXN0-5305	&beta;-D-ribofuranose  &harr;  <i>aldehydo</i>-D-ribose	CPD0-1108, CPD-15818	
RXN0-5304	&beta;-D-ribopyranose  &harr;  &beta;-D-ribofuranose	CPD0-1108, CPD0-1110	
RXN-15346	&beta;-D-ribose 5-phosphate  &rarr;  <i>aldehydo</i>-D-ribose 5-phosphate	CPD-16551, CPD-15895	
RXN-8443	&beta;-D-ribosylnicotinate + ATP  &rarr;  &beta;-nicotinate D-ribonucleotide + ADP + H<SUP>+</SUP>	CPD-8259, NICOTINATE_NUCLEOTIDE, ADP, ATP, PROTON	
RXN-22723	&beta;-D-tagatopyranose  &harr;  <i>keto</i>-D-tagatose	CPD-24931, CPD-24954	
RXN-11276	&beta;-fenchene + 2 dioxygen  &rarr;  &beta;-fenchocamphorone + CO<SUB>2</SUB> + H<sub>2</sub>O	CPD-12223, CPD-12225, CARBON-DIOXIDE, OXYGEN-MOLECULE, WATER	
RXN-21049	&beta;-Gal-(1&rarr;6)-&beta;-Gal-(1&rarr;6)-Gal + H<sub>2</sub>O  &rarr;  D-galactopyranose + &beta;-D-galactopyranosyl-(1&rarr;6)-D-galactopyranose	CPD-10299, CPD-22682, D-galactopyranose, WATER	
RXN-19740	&beta;-hexachlorocyclohexane + H<sub>2</sub>O  &rarr;  2,3,4,5,6-pentachlorocyclohexanol + chloride + H<SUP>+</SUP>	BETA-HCH, CPD-21373, CL-, WATER, PROTON	
RXN-12323	&beta;-homovaline-&beta;-homoalanine-&beta;-homoleucine + H<sub>2</sub>O  &rarr;  (3<i>R</i>)-&beta;-leucine + L-&beta;-homoalanyl-L-&beta;-homoleucine	CPD-13260, CPD-2041, WATER, CPD-13261	
RXN-19134	&beta;-isorenieratene + 2 an oxidized electron carrier  &rarr;  isorenieratene + 2 a reduced two electron carrier	CPD-20626, Donor-H2, CPD-20624	
RXN-14089	&beta;-L-arabinofuranosyl-(1&rarr;2)-&beta;-L-arabinofuranose + H<sub>2</sub>O  &rarr;  2 &beta;-L-arabinofuranose	CPD-12046, CPD-15094, WATER	
RXN-14092	&beta;-L-arabinofuranosyl-(1&rarr;2)-&beta;-L-arabinofuranosyl-(1&rarr;2)-&beta;-L-arabinofuranosyl-(2S,4S)-4-hydroxyproline + H<sub>2</sub>O  &rarr;  &beta;-L-arabinofuranosyl-(2S,4S)-4-hydroxyproline + &beta;-L-arabinofuranosyl-(1&rarr;2)-&beta;-L-arabinofuranose	CPD-15094, CPD-15097, CPD-15095, WATER	
ARABISOM-RXN	&beta;-L-arabinopyranose  &harr;  L-ribulose	BETA-L-ARABINOSE, L-RIBULOSE	
L-ARABINOKINASE-RXN	&beta;-L-arabinopyranose + ATP  &rarr;  &beta;-L-arabinose 1-phosphate + ADP + H<SUP>+</SUP>	BETA-L-ARABINOSE, CPD-1825, ADP, ATP, PROTON	
RXN-7381	&beta;-L-arabinose 1-phosphate + UDP + H<SUP>+</SUP>  =  UDP-&beta;-L-arabinopyranose + phosphate	CPD-1825, PROTON, Pi, UDP, CPD-12513	
RXN-7401	&beta;-L-arabinose 1-phosphate + UTP + H<SUP>+</SUP>  &harr;  UDP-&beta;-L-arabinopyranose + diphosphate	CPD-1825, PPI, PROTON, CPD-12513, UTP	
RXN-22637	&beta;-L-fucopyranose + NADP<sup>+</sup>  &rarr;  L-fucono-1,5-lactone + NADPH + H<SUP>+</SUP>	CPD0-1107, PROTON, CPD-24866, NADP, NADPH	
2.7.7.30-RXN	&beta;-L-fucose 1-phosphate + GTP + H<SUP>+</SUP>  &rarr;  GDP-&beta;-L-fucose + diphosphate	CPD-488, PPI, CPD-13118, GTP, PROTON	
RXNQT-4142	&beta;-L-galactose 1-phosphate + H<sub>2</sub>O  &rarr;  L-galactopyranose + phosphate	CPDQT-4, WATER, L-Galactopyranose, Pi	
RXN4FS-9	&beta;-L-gulose 1-phosphate + H<sub>2</sub>O  &rarr;  L-gulopyranose + phosphate	CPD4FS-5, WATER, L-gulopyranose, Pi	
LYXISOM-RXN	&beta;-L-lyxopyranose  &harr;  L-xylulose	L-LYXOSE, L-XYLULOSE	
RXN-22147	&beta;-L-Rha-(1&rarr;4)-&alpha;-D-GlcNAc-(1&rarr;P&rarr;6)-&alpha;-D-Glc-(1&rarr;2)-&beta;-D-Glc-(1&rarr;3)-&alpha;-D-GlcNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &beta;-L-Rha-(1&rarr;4)-&alpha;-D-GlcNAc-(1&rarr;P&rarr;6)-&alpha;-D-Glc-(1&rarr;2)-&beta;-D-Glc-(1&rarr;3)-&alpha;-D-GlcNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-24123, PROTON	
RXN-11809	&beta;-L-Rha-(1&rarr;6)-&beta;--DGlc-(1&rarr;6)-&alpha;-D-Glc-(1&rarr;4)-&beta;-D-GlcA-(1&rarr;2)-6-<i>O</i>-Ac-&alpha;-D-Man-(1&rarr;3)-&beta;-D-Glc-(1&rarr;4)-&alpha;-D-Glc-PP-Und + acetyl-CoA  &rarr;  &beta;-L-Rha-(1&rarr;6)-&beta;-D-Glc-(1&rarr;6)-&alpha;-D-Glc-(1&rarr;4)-&beta;-GlcA-(1&rarr;2)-6-<i>O</i>-Ac-&alpha;-D-Man-(1&rarr;3)-&beta;-D-Glc-(1&rarr;4)-6-<i>O</i>-Ac-&alpha;-D-Glc-PP-Und + coenzyme A	CPD-12787, CPD-12788, ACETYL-COA, CO-A	
TRANS-RXN-449	&beta;-L-Rha-(1&rarr;6)-&beta;-D-Glc-(1&rarr;6)-&alpha;-D-Glc-(1&rarr;4)-&beta;-GlcA-(1&rarr;2)-6-<i>O</i>-Ac-&alpha;-D-Man-(1&rarr;3)-&beta;-D-Glc-(1&rarr;4)-6-<i>O</i>-Ac-&alpha;-D-Glc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &beta;-L-Rha-(1&rarr;6)-&beta;-D-Glc-(1&rarr;6)-&alpha;-D-Glc-(1&rarr;4)-&beta;-GlcA-(1&rarr;2)-6-<i>O</i>-Ac-&alpha;-D-Man-(1&rarr;3)-&beta;-D-Glc-(1&rarr;4)-6-<i>O</i>-Ac-&alpha;-D-Glc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-12788, PROTON	
RHAMNISOM-RXN	&beta;-L-rhamnopyranose  &harr;  <i>keto</i>-L-rhamnulose	CPD0-1112, CPD-16566	
RXN-9175	&beta;-methylenecyclopropyl pyruvate + L-alanine  &harr;  hypoglycin A + pyruvate	CPD-9739, CPD-9699, L-ALPHA-ALANINE, PYRUVATE	
RXN-15040	&beta;-myrcene + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  (4<i>R</i>)-(-)-ipsdienol + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	CPD-4888, CPD-8835, OXYGEN-MOLECULE, WATER	
RXN-15039	&beta;-myrcene + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  (4<i>S</i>)-(+)-ipsdienol + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	CPD-4888, CPD-8834, OXYGEN-MOLECULE, WATER	
2.7.7.1-RXN	&beta;-nicotinamide D-ribonucleotide + ATP + H<SUP>+</SUP>  &rarr;  NAD<sup>+</sup> + diphosphate	NICOTINAMIDE_NUCLEOTIDE, ATP, PPI, PROTON, NAD	
2.4.2.12-RXN	&beta;-nicotinamide D-ribonucleotide + diphosphate  &larr;  nicotinamide + 5-phospho-&alpha;-D-ribose 1-diphosphate + H<SUP>+</SUP>	NICOTINAMIDE_NUCLEOTIDE, PRPP, PPI, PROTON, NIACINAMIDE	
RXN-5841	&beta;-nicotinamide D-ribonucleotide + H<sub>2</sub>O  &rarr;  1-(&beta;-D ribofuranosyl)nicotinamide + phosphate	NICOTINAMIDE_NUCLEOTIDE, NICOTINAMIDE_RIBOSE, WATER, Pi	
NMNAMIDOHYDRO-RXN	&beta;-nicotinamide D-ribonucleotide + H<sub>2</sub>O  &rarr;  ammonium + &beta;-nicotinate D-ribonucleotide	NICOTINAMIDE_NUCLEOTIDE, NICOTINATE_NUCLEOTIDE, AMMONIUM, WATER	
NMNNUCLEOSID-RXN	&beta;-nicotinamide D-ribonucleotide + H<sub>2</sub>O  &rarr;  D-ribofuranose 5-phosphate + nicotinamide + H<SUP>+</SUP>	NICOTINAMIDE_NUCLEOTIDE, CPD-15317, WATER, PROTON, NIACINAMIDE	
RXN-19316	&beta;-nicotinate D-ribonucleotide + 2-methyladenine  &rarr;  nicotinate + 2-methyladenine ribotide phosphate + H<SUP>+</SUP>	NICOTINATE_NUCLEOTIDE, CPD-18323, CPD-20851, PROTON, NIACINE	
RXN-16790	&beta;-nicotinate D-ribonucleotide + 4-methylphenol  &rarr;  nicotinate + 4-methylphenyl ribotide phosphate + H<SUP>+</SUP>	NICOTINATE_NUCLEOTIDE, CPD-108, CPD-18105, PROTON, NIACINE	
DMBPPRIBOSYLTRANS-RXN	&beta;-nicotinate D-ribonucleotide + 5,6-dimethylbenzimidazole  &rarr;  &alpha;-ribazole 5'-phosphate + nicotinate + H<SUP>+</SUP>	ALPHA-RIBAZOLE-5-P, NICOTINATE_NUCLEOTIDE, DIMETHYLBENZIMIDAZOLE, PROTON, NIACINE	
