Gene Name	Ensembl	GeneCards
G-9250		
G-12765		
G6709		
G-62987		
EG10630		
G-11548		
EG10259		
G-10125		
G-43925		
G-14584		
YOL058W		
G-43766		
SCO5886		
HS06487	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000138336</a>	
EG10661		
HS09288	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000165806</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CASP7</a>
G-12085		
G-44401		
HS09636	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000167780</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SOAT2</a>
G-63076		
G-58822		
G-12250		
G7201		
EG10836		
G-58772		
G-7941		
G-11308		
HS14455		
YOR180C		
AT2G47240		
EG11845		
G-9241		
G-17894		
G-14559		
G-3961		
G-7621		
G-12478		
EG10027		
G-11672		
G-14545		
AT4G22756		
HS05077	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000127184</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>COX7C</a>
G-12010		
G7059		
G-10675		
G-80669		
G-15204		
G-81104		
G6573		
HMPREF1322_RS06260		
G-17961		
G6428		
MTR.40725.1.S1_AT		
G-124369		
SYNPCC7942_0476		
G-10807		
REUT_A1585		
G6255		
EG11790		
G-55023		
G-335		
G-44178		
AT5G03650		
EG10178		
EG11407		
SCO4491		
G185E-7592		
G7601		
G-153		
HS07195		
EG10251		
G-58799		
AT1G79440		
G-80462		
EG10730		
G-55110		
HMPREF1322_RS02510		
G-11047		
G6260		
EG11453		
G-58796		
HS06128	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000136169</a>	
G-44736		
G-80690		
G-15287		
HS07832	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000152556</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PFKM</a>
HS07624	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000149541</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>B3GAT3</a>
G-80581		
G-6621		
G185E-6208		
G-81120		
G-12689		
HMPREF1322_RS09160		
G7413		
EG11558		
G-17881		
G18C3-46		
G-54997		
HS10142		
G-12416		
HS12134	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000054148</a>	
HMPREF1322_RS02005		
G-124220		
G-17924		
G-9166		
G-6083		
HS01727	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000091140</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>DLD</a>
G-11562		
GGPS1-C		
G-10922		
G-43806		
G-43756		
G-107487		
G-63031		
G-14967		
YEL021W		
SGL_RS04875		
G-215		
G-8984		
EG12169		
G1I0R-715		
G-7864		
G-80500		
CHRECP001		
G-16083		
G-44544		
G3O-31618		
G-16033		
G-17983		
AT4G35830		
G-44273		
G-58284		
G-12423		
G-11484		
G-80612		
AT1G67110		
G-80717		
EG10233		
EG11517		
HS10256	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000171142</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ATP6V1E2</a>
HS00935	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000068366</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FACL4</a>
G-58776		
XSC		
G-9692		
G-107584		
G-6862		
MGI:1929955		
G-12571		
G-12668		
G-11785		
G18C3-33		
G-107669		
YDL022W		
G-80470		
EG12882		
EG10555		
EG11004		
G-10124		
AT2G43760		
G-543		
G-15086		
G-14616		
G-10333		
G-9312		
G-107746		
G-10563		
G-15106		
YIR031C		
G-124186		
ATMG00160		
G-503		
EG13159		
EG11821		
SYNPCC7942_1182		
G-43906		
ATU4001		
AT4G14430		
AT4G30530		
G-5165		
G-9435		
G-9079		
G-44685		
AT1G01120		
G-10763		
G3O-31684		
G-27109		
G-58846		
G-9034		
G-18066		
G6805		
AT5G40870		
SGL_RS11045		
G-107558		
G-15194		
CHRECP067		
G-12624		
G6645		
G-124416		
G185E-7211		
G-80582		
G-816		
AT5G07200		
EG10361		
G66-31698	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENST00000398250</a>	
G-44377		
G-107434		
G-58233		
HS07402	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000147155</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>EBP</a>
G7248		
CHLREDRAFT_184071		
G-44707		
G-9459		
SYNPCC7942_1181		
G-11571		
G-348		
G-44214		
G-44417		
G-10440		
G-12511		
G-15520		
EG10234		
G-12811		
BSU15550		
G-124474		
HMPREF1322_RS01980		
G-12693		
G-9864		
G-10971		
EG10092		
G-124268		
G-9093		
G-80572		
HS04076		
G-11634		
HS08931		
G-55114		
HS07042	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000143379</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SETDB1</a>
G-58752		
G-55024		
G-58732		
G-107749		
G-15016		
G-80416		
G-11343		
EG12458		
G-2921		
G-44396		
G-44542		
G-3641		
G-43951		
HS06850		
G-11428		
G-9258		
YFR053C		
G-80995		
G-27132		
G-3782		
BSU35760		
G-44094		
G-58852		
EG11403		
G-9630		
G-11257		
G-18061		
EG11658		
TX72_RS13115		
SYNPCC7942_0970		
G-17977		
AT3G50660		
EG10738		
G-7084		
G-12081		
G-58173		
AT4G09510		
G-18068		
G-17979		
G-10561		
EG12424		
AT5G49740		
G-17982		
G-145		
G-15110		
EG11751		
G-107557		
G-80711		
YMR008C		
G6321		
G-10068		
G-12059		
HS04082	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000117009</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>KMO</a>
YLL060C		
G-12828		
G-14977		
G185E-5248		
G-12083		
G-322		
TX72_RS09370		
G-12621		
HS10588	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000172893</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>DHCR7</a>
G-44448		
G3O-4124		
EG10077		
G-10416		
EG10627		
EG20252		
G-107654		
G-9081		
G-15316		
HS06726		
G-11453		
G-10220		
G6721		
G3O-31290		
YGL067W		
EG10697		
G-10537		
HP_RS07765		
G-124171		
G-10114		
G-1842		
G-1623		
G-9353		
G-34482		
G-14863		
G-44005		
G-18032		
G-80928		
G-80395		
G-80714		
G-12535		
G-11273		
G-17707		
G-44704		
G-124225		
YLR056W		
G-81044		
G-11823		
G-44435		
EG10545		
G-44191		
TX72_RS03295		
G-80712		
EG12276		
SYNPCC7942_0224		
EG12265		
AT1G21640		
G-44587		
G-34554		
G66-32465	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000221983</a> // <a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENST00000442744</a> // <a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENST00000430157</a>	
G-34643		
EG10147		
YJR130C		
G-11278		
YER023W		
SCO5892		
G-10953		
G-2926		
G-81106		
G-44361		
EG10900		
G-12505		
G-3784		
HS00012		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>EXT1</a>
G-12670		
YDR127W		
G-15059		
G-11772		
SGL_RS14050		
HS03011		
G-9819		
YPR069C		
G7484		
EG11737		
G-17893		
G-55175		
G-549		
G-2241		
G18C3-385		
G-12519		
G-12640		
G-107837		
G3O-30671		
G-124254		
EG12244		
AT1G61720		
G-9632		
G198		
G-5202		
G-55294		
G-10510		
G-10073		
EG10154		
G-15217		
HP_RS07760		
G-12345		
G-15105		
FY484_RS07915		
AT3G01640		
G-80536		
G-12365		
G-15172		
EG11249		
G3O-31725		
G-80825		
G-14991		
AT5G44630		
G-81047		
EG11904		
AT3G23580		
HS03462	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000111775</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>COX6A1</a>
G-43845		
G-12110		
G-10051		
G-14751		
G-12056		
G-124196		
EG12167		
G-43786		
G-11967		
G-44187		
G-124470		
YDL103C		
G-11887		
STM3717		
BP07_RS03240		
G-15161		
G-9360		
HS03602		
EG20091		
G-9569		
G-80532		
HS03488	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000111962</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>UST</a>
G-10702		
G-27131		
G3O-32806		
G-107712		
G-401		
G-12392		
TX72_RS01525		
G-9827		
G-58741		
EG11490		
G6627		
G-11712		
AT2G29090		
G-4881		
G-34531		
G185E-6342		
G-10099		
EG10700		
G-124212		
HS15490		
G3O-29917		
G-44156		
AT3G02875		
G-10069		
HS04042	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000116731</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PRDM2</a>
G-12225		
SGL_RS18130		
G-10990		
G-3527		
G-54982		
G-11895		
G-58114		
EG11332		
G-14647		
G-2381		
G185E-6493		
G-62996		
AT3G15850		
G-15245		
HS04162	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000117643</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MAN1C1</a>
G-124187		
G-44378		
HS15868	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000170291</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>HSPC002</a>
HS06100	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000136010</a>	
G-124447		
G-44118		
EG10573		
G-2101		
AT3G21780		
G-2065		
G-12139		
HS00053		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>UP</a>
G-14567		
G-27196		
SYNPCC7942_2048		
G-12120		
EG12544		
G-10438		
AT5G03290		
EG12366		
AT1G74340		
G6984		
EG11340		
G-81140		
G-81126		
G185E-5506		
G-2864		
G-107887		
G-5705		
G-44077		
G6141		
G-18019		
G-80417		
G-151		
G185E-6317		
HS09208	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000165264</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>NDUFB6</a>
EG12957		
G-44149		
G185E-5852		
AT1G64400		
YBR196C		
G-9432		
G-9975		
HS09048	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000164258</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>NDUFS4</a>
G-10139		
G7911		
G185E-8096		
G-124309		
G-15273		
AT3G23920		
HS06642	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000139631</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CSAD</a>
AT3G07270		
G-8703		
HS00233	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000008130</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FLJ13052</a>
G185E-7106		
YOR085W		
G-16088		
G-80797		
G-11444		
YMR303C		
G-81141		
EG10944		
G-11216		
G-81007		
YBR126C		
SGL_RS12900		
G-34629		
EG10631		
G-58153		
G-11786		
EG10510		
AT5G62530		
EG11945		
G-12331		
G-12671		
EG11583		
G-34477		
G-80404		
G-34524		
G-18071		
CHRECP019		
G-9467		
G-10554		
G-12737		
G-11253		
STM3319		
G6531		
G-10719		
HS07593		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FUT4</a>
G-15527		
G-12622		
G-80501		
G-2341		
G-452		
G-2982		
G-107478		
G-15312		
G-9662		
G1G01-109		
G-10706		
G-10322		
G-17608		
G-15085		
HS13103	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000123989</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FLJ22678</a>
HS05321		
G-12180		
G-9551		
G-308		
G-15502		
HS11959		
VS1		
TX72_RS00750		
EG11598		
EG12064		
G-62997		
AT3G13110		
HS08790	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000163114</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PDHA2</a>
G-12023		
AT4G16130		
EG10918		
G-12203		
G66-33950	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENST00000225519</a>	
G-9319		
G-44120		
G-17984		
G-81117		
EG10280		
G-12635		
HS05725		
AF_RS00880		
YLR058C		
G-44333		
G-377		
G-63051		
G-55179		
EG11663		
HS12849	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000115593</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ENSG00000115593</a>
HMPREF1322_RS06425		
G-134		
G-15485		
G-9628		
G-81046		
G-44489		
G-11933		
G-43767		
G-80889		
G7808		
G-80920		
G-12657		
EG11753		
HS06203	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000136720</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>HS6ST1</a>
G-12076		
HS00590		
HS10706	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000167165</a>	
G-43714		
G-124152		
G-15472		
G-81113		
G-6163		
YMR207C		
G-43754		
G6438		
G-58243		
G-8341		
G-10355		
EG10244		
EG12354		
G-58248		
G-2929		
HS06434	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000138018</a>	
G12WB-1824		
AT5G15860		
BSU18000		
G-10507		
G-9516		
G-124156		
G-11003		
HS06733		
G-10169		
EG11176		
BSU30230		
G-107869		
G7212		
G-8521		
G1G01-1865		
G-37		
G-58132		
EG10599		
AT2G15480		
G-11371		
HS04567	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000122390</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FLJ14154</a>
AT3G11480		
HS06405		
HP_RS05170		
G-10747		
G-80948		
G-55072		
G-205		
G3O-34275		
G-12739		
G-10453		
G-43857		
HS13925	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000142453</a>	
G-14519		
G-12217		
G-12387		
SCO6266		
HS10601		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ADH5</a>
G-34635		
EG10104		
SGL_RS12255		
CHLREDRAFT_165416		
G-43742		
HS00244	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000008311</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>AASS</a>
G-10619		
HP_RS05105		
G-523		
HS07530	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000148459</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>TPT</a>
G-10340		
G-9538		
G-14526		
HS04690	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000123836</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PFKFB2</a>
G-80473		
G-10482		
G-80809		
G-10176		
G-43961		
G-14959		
G-10328		
EG10855		
RUVB		
G-15549		
EG11054		
G-15941		
HS03819	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000114956</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>DGUOK</a>
G-9436		
AT5G36700		
YIL066C		
G-14972		
EG12183		
G-43916		
G-11149		
G-80923		
G-81134		
G-44115		
EG10554		
G-17743		
HS02475	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000103222</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ABCC1</a>
G-9460		
G-55001		
SYNPCC7942_0690		
SYNPCC7942_2257		
STM4044		
CHRECP066		
HS04231	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000118520</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ARG1</a>
G-43738		
G-12407		
G-107546		
G-2202		
YOL151W		
G-11845		
AT4G12110		
G185E-7830		
YIR038C		
G6350		
G-10590		
G-12091		
G-11676		
G-1766		
BAB_RS22805		
G-15039		
G-12481		
JGI-824484		
EG11426		
G-9797		
G-107797		
G-107524		
TX72_RS01015		
G-27202		
HS08311	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000158578</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ALAS2</a>
EG12034		
G3O-30560		
BSU38300		
AT2G27150		
HS01281	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000078304</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PPP2R5C</a>
HS05339		
BSU35520		
G-107730		
G-44337		
G-43977		
G-15987		
G-80481		
SYNPCC7942_1048		
HS09452	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000166794</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PPIB</a>
AT3G13610		
G-227		
G-12466		
EG10967		
EG11035		
AT1G08380		
G-62985		
G-3882		
G-10000		
G-11540		
G-3041		
G-10957		
G-11954		
G-15307		
HS02362		
G-15551		
G-58765		
G-58306		
G-9982		
AT3G09150		
HS02059		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ADSL</a>
G-44019		
G-11777		
G-3903		
HS09898		
G-9255		
HS05898		
G-34617		
AT4G13260		
G-44588		
G-43896		
G-11901		
G-81038		
G-12209		
G-58290		
G-81055		
G-44633		
G-14643		
HS02070	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000100387</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>RBX1</a>
G-43933		
G-1302		
HS06761		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>TAT</a>
G-58805		
G-5782		
G-81103		
G-15089		
G-12761		
TX72_RS01345		
G7324		
G-63058		
G-58151		
YMR250W		
HS00650	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000052802</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SC4MOL</a>
G-15216		
AT1G74100		
HS02045		
G-58195		
G-80563		
G-107597		
G6775		
G-11078		
G-80653		
G-10431		
HS08719	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000162694</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>EXTL2</a>
HS02254	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000101365</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>IDH3B</a>
G-124169		
EG12272		
G-58213		
G-9743		
G-11254		
G-58358		
EG10138		
HS03116	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000108515</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ENO3</a>
G495		
G-12654		
G-58820		
HS13221	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000126856</a>	
G-10949		
EG10051		
HS11696		
G-14659		
EG10103		
HS07423	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000147383</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>H105E3</a>
G-12210		
G-124317		
G-9689		
G-44099		
G-11997		
G-11202		
G6103		
EG10393		
G-58782		
G3O-29006		
G-44057		
G-34493		
G-124281		
HS00644		
G-2923		
G18C3-8		
G-12087		
G-12415		
EG11418		
AT3G25180		
HS00032	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000198840</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MTND3</a>
G185E-7554		
G-10474		
G7676		
G-15098		
G-9096		
G-10216		
G-58807		
G-44325		
EG10871		
AT1G65880		
G6639		
AT4G39950		
G-124437		
HS07046		
G-2664		
G185E-5308		
HS03892		
G-9103		
G-80966		
G-9451		
G-58811		
G-124205		
G-146		
AT5G13440		
G-44364		
EG11417		
YPL227C		
AT1G68760		
G-34622		
G6711		
G-11843		
G-9813		
EG11234		
G-107917		
BSU11710		
EG11788		
G-10660		
BSU00880		
G-15229		
G-17863		
HS02006	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000100220</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>HSPC117</a>
G-63019		
G-80902		
EG10604		
BSU00740		
G-9047		
G-10832		
G-107710		
G-10074		
G-58746		
YCR048W		
G-10977		
G-116		
AT1G50430		
G-12062		
G-15162		
EG11542		
G-44612		
AT5G23670		
G-44520		
G3O-31428		
SCO5075		
G-11218		
G-363		
SYNPCC7942_1554		
G-3682		
G-61		
G-11944		
HS10493	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000172340</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SUCLG2</a>
EG10634		
G-43694		
G-107636		
G-12652		
G7853		
G-5068		
G-10151		
G-12612		
HS12604	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000105755</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>YF13H12</a>
G-14979		
G6343		
G-12432		
G-124460		
G-3201		
G-14520		
G-44702		
G-80720		
G-15011		
G6561		
EG10330		
HS09657	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000167900</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>TK1</a>
HS04290	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000182752</a>	
G-11072		
G-9969		
G-12396		
G-107855		
G-80693		
G-15302		
G-11		
G-80468		
G-2723		
G7114		
G-11871		
G-9420		
EG10719		
G-43812		
BP07_RS06350		
G-6501		
HS09532	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000167261</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>LOC64174</a>
G6842		
G-11574		
G-44516		
HS08003	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000154723</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ATP5J</a>
HS12080	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000033100</a>	
G-12093		
G-58816		
G-44711		
EG11590		
G185E-6603		
TX72_RS04600		
EG11801		
HS04097	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000117139</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PLU-1</a>
G-17770		
G-17902		
AT2G20370		
G-43848		
G-58316		
EG10945		
G-107610		
EG11856		
YKL184W		
G-14736		
G-124308		
G-15414		
YKR067W		
EG12115		
G6954		
EG10013		
HS03941	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000115828</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>QPCT</a>
G-15236		
G-17649		
EG11934		
G-4761		
G3O-30165		
G-58870		
G-9640		
EG10358		
G-34591		
G-44547		
G0-10707		
G7176		
G-15456		
EG10562		
AT5G33290		
G7406		
G7950		
BAB_RS27370		
HS06681	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000140043</a>	
G-3401		
HS01046	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000071967</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FLJ23462</a>
HS09093	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000164535</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>LOC221955</a>
G-34480		
G-7081		
G-58144		
G-58308		
SGL_RS11200		
CHLREDRAFT_33411		
G-12600		
EG12111		
EG10550		
G-183		
EG10014		
G-124269		
AT3G26830		
EG12713		
EG10994		
G-80471		
G-12563		
G3O-29358		
EG11363		
G-44221		
HP_RS00095		
G1G01-56		
G-34625		
G-81037		
G-3761		
HS08589	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000161533</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ACOX1</a>
G-44743		
G-80541		
EG10812		
EG12150		
G-81068		
G-9768		
G-4523		
G-44718		
HS08544	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000160868</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CYP3A4</a>
G-58192		
G-11102		
SYNPCC7942_1231		
EG12662		
G185E-5233		
G-9238		
G-15056		
G-80609		
G-9598		
HS01949	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000099998</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>GGTLA1</a>
G-7021		
AT2G24190		
EG11789		
G66-46640	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000185238</a>	
G-10970		
G-63073		
G-18067		
G-10237		
EG10379		
G-15421		
YOR125C		
HS01756	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000092068</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SLC7A8</a>
HMPREF1322_RS04790		
G-55111		
AT1G64660		
G-81114		
SGL_RS07170		
G-325		
G-11170		
G-10522		
HS01953	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000100024</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>UPB1</a>
G-43799		
YER070W		
G-16073		
G185E-4786		
G-27146		
G-15919		
G-80979		
G6708		
G-236		
G-15355		
G-10286		
G-14905		
G-124161		
SPD_RS01735		
G7709		
G-27127		
G-200		
G-80743		
HS10525	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000172482</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>AGXT</a>
G-14764		
G-44389		
G-11911		
G-14862		
AT1G60980		
G-11399		
HS05377	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000130377</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PRTD-NY3</a>
G-12764		
YIR034C		
HMPREF1322_RS06045		
G7704		
G-16043		
G-14948		
G-17913		
G-15494		
G-81020		
G-124266		
GBAA_PXO2_0065		
PLZOG1		
TX72_RS09375		
EG11826		
YER175C		
HP0100		
G185E-7345		
AT1G57750		
AT5G12200		
