Gene Name	Ensembl	GeneCards
HS09566		
SCO5892		
G-43855		
YLR058C		
G-15094		
AF_RS01935		
G-11346		
BSU35550		
G-80898		
G6502		
G-44227		
SCO5075		
G-9023		
YKL141W		
G-15522		
BSU28810		
G-11631		
G3O-34097		
G-44645		
RHA1_RO10213		
G-17770		
YIR038C		
G-10091		
BSU22470		
G-9643		
G3O-33091		
G-55153		
RHA1_RO08059		
G185E-8118		
YHR204W		
G-12133		
BSU15350		
AT3G15850		
G3O-32181		
G-219		
MGI:3027917		
G-12551		
YGR010W		
G-10557		
BSU12290		
G-5881		
G3O-31303		
G-34513		
MGI:1306785		
G-10866		
YER175C		
HS01447		
BSU10170		
G-80510		
G3O-30324		
HS05429	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000130717'>ENSG00000130717</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=UCK1'>UCK1</a>
HS16863	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000177465'>ENSG00000177465</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ31235'>FLJ31235</a>
G-14627		
YDR297W		
G-43839		
BSU00760		
G-15077		
G3O-29494		
G-11330		
HS15951	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000171130'>ENSG00000171130</a>	
G-80882		
YDL052C		
G-44210		
BAB_RS28160		
HS09420	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000166548'>ENSG00000166548</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=TK2'>TK2</a>
G3O-2		
G-9001		
HS14757	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000159423'>ENSG00000159423</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000159423'>ENSG00000159423</a>
G-15501		
YBR035C		
G-11592		
BAB_RS23165		
G-44628		
G1G01-5627		
G-17752		
HS13920	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000142192'>ENSG00000142192</a>	
G-10075		
VC0772		
G-9615		
ATU5465		
G-55136		
G1G01-4523		
G185E-7913		
HS13442	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000132763'>ENSG00000132763</a>	
G-12109		
TX72_RS09980		
AT3G11480		
AT5G52560		
G-2081		
G1G01-4390		
G-12535		
HS13010		
G-10534		
TX72_RS07640		
G-58794		
AT5G25620		
G-34497		
G1G01-1345		
G-10847		
HS11979		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ21080'>FLJ21080</a>
HS01248		
TX72_RS02605		
G-80494		
AT4G39120		
HS05321		
G185E-7833		
G-14612		
HP_RS07310		
G-43820		
TX72_RS00400		
G-15060		
AT4G22756		
G-11307		
G185E-7029		
G-80866		
HP_RS04230		
G-44194		
SYNPCC7942_2156		
HS09254	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000165591'>ENSG00000165591</a>	
AT4G09020		
G-8866		
G185E-5327		
G-15486		
HP_RS01380		
G-11575		
SYNPCC7942_1743		
G-44611		
AT3G46970		
G-17730		
G12WB-3449		
G-10058		
HP_RS00130		
G-9595		
SYNPCC7942_1249		
G-55117		
AT3G14420		
G185E-7818		
G-80431		
G-12089		
HP0193		
AT3G03780		
SYNPCC7942_1052		
G-2004		
AT2G45790		
G-12515		
G-15403		
G-10514		
HMPREF1322_RS06730		
G-58777		
SYNPCC7942_0535		
G-34480		
YOR377W		
G-10817		
AT2G37040		
HS01061	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000072210'>ENSG00000072210</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH3A2'>ALDH3A2</a>
EG11938		
G-80477		
HMPREF1322_RS02510		
HS05168	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000128268'>ENSG00000128268</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT3'>MGAT3</a>
SYNPCC7942_0308		
G-14591		
YOR040W		
G-43799		
AT1G80360		
G-15038		
EG11166		
G-11267		
GT3Z-6196		
G-80850		
STM3714		
G-44178		
YNL117W		
HS09047	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000164256'>ENSG00000164256</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM7'>PRDM7</a>
AT1G62560		
G-8707		
CT_054		
YOR136W		
GCEQ-2175		
G-15469		
STM1124		
G-11559		
YMR120C		
G-44595		
AT1G24360		
G-17712		
BSU38520		
G-10042		
G6760		
G-9569		
SI859A1_02135		
G-55098		
YLR328W		
G185E-7593		
AF_RS10430		
G-12073		
BSU35740		
AT2G47690		
G66-32717	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENST00000331772'>ENST00000331772</a>	
G-194		
SCO5888		
G-12494		
YLR028C		
G-10494		
AF_RS00880		
G-58761		
BSU35270		
G-337		
G6329		
G-10799		
SCO5072		
HS00906	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000067225'>ENSG00000067225</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PKM2'>PKM2</a>
YKL055C		
G-80460		
BSU28450		
HS04990	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000126012'>ENSG00000126012</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SMCX'>SMCX</a>
G3O-34012		
G-14567		
RHA1_RO10209		
G-43783		
G3O-33794		
G-15020		
RHA1_RO10144		
G-11247		
YIR031C		
G-80835		
BSU18160		
G-44161		
G3O-32977		
HS08877	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000163541'>ENSG00000163541</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCLG1'>SUCLG1</a>
RHA1_RO08055		
G-86		
YHR072W		
YMR170C		
BSU14910		
G-15451		
G3O-32144		
G-11542		
MGI:2183447		
G-44579		
YGL226C-A		
G-17696		
BSU11710		
G-10022		
G3O-31140		
G-9550		
MGI:1261415		
G-55070		
YER062C		
G185E-7203		
BSU10120		
G-12057		
G3O-30192		
AT2G43360		
HS16402	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000174886'>ENSG00000174886</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126328'>LOC126328</a>
G-184		
YDR234W		
G-12471		
BSU00140		
G-10472		
G3O-29349		
G-58744		
HS15665	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000168350'>ENSG00000168350</a>	
G-3281		
YDL022W		
G-10777		
BAB_RS27370		
HS00706	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000057252'>ENSG00000057252</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SOAT1'>SOAT1</a>
G3IU-7236		
G-80441		
HS14578	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000155666'>ENSG00000155666</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ13798'>FLJ13798</a>
HS04613	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000122884'>ENSG00000122884</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HA1'>P4HA1</a>
YBL045C		
G-14531		
BAB_RS21540		
G-43766		
G1G01-5484		
G-15005		
HS13873	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000141349'>ENSG00000141349</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC92579'>LOC92579</a>
G-11226		
TX72_RS12635		
G-80819		
ATU0151		
G-44145		
G1G01-4460		
HS08619		
HS13431	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000132510'>ENSG00000132510</a>	
G-8221		
TX72_RS09905		
YLR180W		
AT5G48230		
G-15434		
G1G01-4387		
G-11520		
HS12848	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000115548'>ENSG00000115548</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=TSGA'>TSGA</a>
G-44562		
TX72_RS07445		
G-17679		
AT5G23070		
G-10000		
G1G01-109		
G-9532		
HS11959		
G-55051		
TX72_RS01490		
G185E-6363		
AT4G37870		
G-12041		
G185E-7795		
AT2G36790		
HP_RS06725		
G-18084		
SYNPCC7942_2537		
G-12446		
AT4G19810		
G-10448		
G185E-6484		
G-58361		
HP_RS03380		
G-32		
SYNPCC7942_2093		
G-10757		
AT4G00400		
HS00576		
G185E-5002		
G-80421		
HP_RS00955		
HS04385	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000120265'>ENSG00000120265</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCMT1'>PCMT1</a>
SYNPCC7942_1637		
G-14509		
AT3G29320		
G-43750		
G12WB-2408		
G-14989		
HP_RS00090		
G-11203		
SYNPCC7942_1231		
G-80802		
AT3G09260		
G-44129		
G-62		
HS08479		
HP0100		
G-81178		
SYNPCC7942_1002		
G-80799		
YPR191W		
G-44126		
AT2G44050		
HS08466	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000160209'>ENSG00000160209</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDXK'>PDXK</a>
G-15273		
G-81175		
HMPREF1322_RS06260		
YHR144C		
SYNPCC7942_0456		
G-15416		
YOR251C		
G-11498		
AT2G31360		
G-44541		
EG11603		
G-17661		
HMPREF1322_RS02055		
BSU35610		
SYNPCC7942_0169		
G-9507		
YOL140W		
G-55028		
AT1G76680		
G185E-5445		
EG10780		
G-12015		
GQT-3947		
AT2G30770		
STM3711		
G-18065		
YMR300C		
G-12426		
AT1G54870		
G-10417		
BSU39760		
G-58342		
G7756		
G-309		
STM0628		
G-107542		
YMR013C		
HS00375	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000016391'>ENSG00000016391</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=CHDH'>CHDH</a>
AT1G20575		
G-80402		
BSU38300		
HS04183		
G6652		
G-14484		
SCO6275		
G-43730		
YLR304C		
G-14967		
AF_RS09695		
G-11178		
BSU35710		
G-80783		
G66-32465	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000221983'>ENSG00000221983</a> // <a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENST00000442744'>ENST00000442744</a> // <a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENST00000430157'>ENST00000430157</a>	
G-44110		
SCO5882		
HS08311	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000158578'>ENSG00000158578</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ALAS2'>ALAS2</a>
YKR072C		
G-81159		
BSU33530		
YGL202W		
G6108		
G-15396		
SCO4492		
G-11476		
YJR131W		
G-44521		
BSU26790		
G-17647		
G3O-33688		
BBSH		
RHA1_RO10134		
G-9467		
YIL160C		
G-55012		
BSU17930		
G185E-4610		
G3O-32806		
G-11999		
Q0250		
AT2G27490		
YHR007C		
G-18049		
BSU14880		
G-12410		
G3O-32035		
G-10396		
MGI:1929955		
G-58325		
YGL187C		
G-2987		
BSU11680		
G-107523		
G3O-310		
HS00250	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000008513'>ENSG00000008513</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SIAT4A'>SIAT4A</a>
MGI:108024		
G-7941		
YER001W		
HS04089	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000117054'>ENSG00000117054</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACADM'>ACADM</a>
BSU07980		
G-142		
G3O-30008		
G-43711		
HS16248		
G-14951		
YDR178W		
G-11160		
BP07_RS06340		
G-80767		
G3O-29167		
G-44094		
HS15606	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000167889'>ENSG00000167889</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000167889'>ENSG00000167889</a>
HS08108	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000156239'>ENSG00000156239</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=N6AMT1'>N6AMT1</a>
YBR265W		
G-81143		
BAB_RS26680		
YDR503C		
G1YI0-1		
G-15370		
HS14470	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000153406'>ENSG00000153406</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSCARG'>HSCARG</a>
G-11460		
YAL060W		
G-44497		
BAB_RS20080		
G-17632		
G1G01-4963		
ATMG00070		
HS13779	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000139428'>ENSG00000139428</a>	
G-9451		
TX72_RS11465		
G-54997		
ATCG00490		
G-9978		
G1G01-4405		
G-11973		
HS13249		
AT2G22990		
TX72_RS09375		
G-18031		
AT5G42800		
G-12396		
G1G01-3975		
G-10378		
HS12712	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110066'>ENSG00000110066</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=CGI-85'>CGI-85</a>
G-58309		
TX72_RS06000		
G-294		
AT5G16970		
G-107508		
G18NG-12646		
HS00076	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000001630'>ENSG00000001630</a>	
HS11947		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GLCE'>GLCE</a>
G-7281		
TX72_RS01330		
HS03991	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000116171'>ENSG00000116171</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SCP2'>SCP2</a>
AT4G33670		
G-1323		
G185E-7683		
G-43695		
HP_RS06330		
G-14927		
SYNPCC7942_2478		
G-11142		
AT4G14440		
G-80751		
G185E-6318		
G-44076		
HP_RS02910		
HS07859		
SYNPCC7942_2049		
G-81127		
AT3G57610		
YCL050C		
G185E-4694		
G-15349		
HP_RS00540		
G-11437		
SYNPCC7942_1479		
G-44480		
AT3G25830		
G-17615		
G12WB-1824		
AT5G65110		
HP0826		
G-9435		
SYNPCC7942_1181		
G-54981		
AT3G06510		
G-9958		
G-41		
G-11952		
HP0026		
AT2G18250		
SYNPCC7942_0890		
G-18014		
YPR160W		
G-12380		
AT2G41880		
G-10358		
G-15259		
G-58293		
HMPREF1322_RS04800		
G-279		
SYNPCC7942_0337		
G-107493		
YOR196C		
HS00028	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000198938'>ENSG00000198938</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCO3'>MTCO3</a>
AT2G23000		
G-7		
EG11542		
HS03864	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000115286'>ENSG00000115286</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS7'>NDUFS7</a>
HMPREF1322_RS01470		
G-12828		
SYNPCC7942_0098		
G-427		
YOL052C		
G-14904		
AT1G70580		
G-11126		
EG10021		
G-80735		
GIO2-442		
G-44060		
STM2087		
HS07715	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000151224'>ENSG00000151224</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAT1A'>MAT1A</a>
YMR271C		
G-81111		
AT1G48320		
XSC		
BSU39730		
G-15330		
G7492		
G-11419		
SM_B20959		
G-44464		
YML126C		
G-1684		
AT1G15690		
AT5G58560		
BSU38160		
G-9408		
G66-33950	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENST00000225519'>ENST00000225519</a>	
G-54963		
SCO6267		
G-9941		
YLR260W		
G-11934		
AF_RS08295		
AT1G80460		
BSU35680		
G-18		
G66-31601	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENST00000378524'>ENST00000378524</a>	
G-12364		
SCO5092		
G-10342		
YKR009C		
G-58277		
BSU30630		
G-27222		
G3O-34275		
G-107479		
SCO2784		
GQT-5779		
YJR051W		
G-6682		
BSU25190		
HS03728	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113924'>ENSG00000113924</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HGD'>HGD</a>
BSU23150		
G-12800		
G3O-33521		
G-411		
RHA1_RO08167		
G-14887		
YIL124W		
G-11109		
BSU15800		
G-80719		
G3O-32728		
G-44044		
PRO_0890		
HS07593		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT4'>FUT4</a>
YGR227W		
G-81095		
BSU13740		
STM3477		
G3O-31684		
G-15314		
MGI:1921692		
G-114		
YGL065C		
G-44448		
BSU11650		
G-1622		
G3O-30709		
AT5G52570		
HS17627	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000181090'>ENSG00000181090</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=Eu-HMTase1'>Eu-HMTase1</a>
G-9360		
YEL002C		
G-535		
BSU05900		
G-9924		
G3O-29737		
G-11911		
HS16172	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000173113'>ENSG00000173113</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPC152'>HSPC152</a>
AT1G78510		
YDL232W		
G-17983		
BP07_RS06325		
G-12348		
G3O-29145		
G-10326		
HS15413	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000166183'>ENSG00000166183</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000166183'>ENSG00000166183</a>
G-58260		
YBR229C		
G-27208		
BAB_RS26665		
G-107462		
G1I0R-1995		
GIO2-535		
HS14230	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000148057'>ENSG00000148057</a>	
G-6421		
VC1579		
AT4G39940		
BAB_RS18525		
HS03550	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112294'>ENSG00000112294</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH5A1'>ALDH5A1</a>
G1G01-4531		
G-12783		
HS13658	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000137074'>ENSG00000137074</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=APTX'>APTX</a>
G-393		
TX72_RS11415		
G-14871		
AT5G63400		
G-11089		
G1G01-4397		
G-80703		
HS13221	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000126856'>ENSG00000126856</a>	
G-44028		
TX72_RS09270		
HS07460	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000147647'>ENSG00000147647</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=DPYS'>DPYS</a>
AT5G39050		
G-81070		
G1G01-2985		
STM2040		
HS12295	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000087302'>ENSG00000087302</a>	
G-15299		
TX72_RS04385		
G-44432		
AT5G14780		
G-16075		
G18NG-10184		
AT5G48010		
HS11931		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC221823'>LOC221823</a>
G-9315		
TX72_RS01035		
G-5223		
AT4G26220		
G-9904		
G185E-7535		
G-11890		
HP_RS05855		
AT1G74340		
SYNPCC7942_2332		
G-17965		
AT4G13280		
G-12326		
G185E-6105		
G-103		
HP_RS02855		
G-58244		
SYNPCC7942_2010		
G-27193		
AT3G54690		
G-107448		
G185E-4508		
G66-46719	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000186280'>ENSG00000186280</a>	
SYNPCC7942_1389		
G-63081		
AT3G23920		
AT4G34650		
G12WB-158		
HS03372	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111144'>ENSG00000111144</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LTA4H'>LTA4H</a>
HP0558		
G-12767		
SYNPCC7942_1176		
G-3801		
AT3G04000		
G-14855		
G-3402		
G-11061		
SYNPCC7942_0696		
G-80686		
YPL227C		
G-44012		
AT2G39800		
HS07273	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000145692'>ENSG00000145692</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=BHMT'>BHMT</a>
G-12016		
G-81053		
HMPREF1322_RS04655		
JGI-834247		
SYNPCC7942_0334		
G-15282		
YOR143C		
G-44417		
AT2G21790		
G-16056		
EG11436		
AT5G42590		
HMPREF1322_RS01430		
G-9293		
STM3723		
G-515		
YNR043W		
G-9881		
AT1G66280		
G-11868		
CT_821		
AT1G68010		
GIO2-1735		
G-17941		
STM14_RS23790		
G-10279		
YMR220W		
G-58220		
AT1G43670		
G-27175		
BSU39680		
G-107432		
G7187		
G3O-4113		
SM_B20956		
G-63064		
YML086C		
G-12306		
AT1G06490		
AT4G30950		
BSU37670		
HS03272	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000109956'>ENSG00000109956</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GAT1'>B3GAT1</a>
G66-33733	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENST00000381811'>ENST00000381811</a>	
G-12749		
SCO5897		
G-375		
YLR174W		
G-14837		
AF_RS05565		
G-11037		
BSU35600		
G-80670		
G66-30744	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000240849'>ENSG00000240849</a> // <a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENST00000371652'>ENST00000371652</a>	
G-43996		
SCO5088		
HS07139	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000144035'>ENSG00000144035</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT8'>NAT8</a>
YKL184W		
G-81038		
BSU30190		
HS11585	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000181192'>ENSG00000181192</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA1630'>KIAA1630</a>
G3O-34143		
G-15260		
SCO1815		
G-44402		
YJL167W		
G-16033		
EG10771		
AT5G35630		
EG10241		
G-9243		
EG10680		
G-501		
G7921		
G-9856		
G-11850		
AT1G62940		
G-17924		
G-10257		
G-58204		
G-27159		
EG11095		
G-107416		
EG50003		
G3O-32671		
G6343		
G-63048		
SCO5089		
G-12291		
EG10172		
AT4G26260		
EG12059		
HS03054		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1C3'>AKR1C3</a>
EG12055		
G-12733		
EG50008		
G-363		
EG11750		
G-11019		
G-80654		
G-43980		
HS07011	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000143224'>ENSG00000143224</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PPOX'>PPOX</a>
EG10119		
G-81022		
BSU30220		
G-14824		
EG10120		
HS11293	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000178537'>ENSG00000178537</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A20'>SLC25A20</a>
EG10117		
G-15240		
EG10124		
G-44384		
EG10121		
G-16010		
EG10118		
AT5G23320		
EG10122		
G-9211		
G-484		
G-9824		
EG11799		
G-11833		
EG10285		
AT1G54040		
EG10649		
G-17907		
EG10318		
G-10240		
G-58188		
G-27139		
G-10729		
G3O-28870		
G-63033		
G-12273		
G6521		
AT4G19680		
G-2862		
HS02884		
EG10653		
G-12717		
G6457		
G-3501		
G-2801		
G-11003		
EG10403		
G-80638		
EG12345		
G-43964		
G-6165		
HS06822		
G-3842		
G-81006		
G6522		
G-14806		
G-2863		
HS10987	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000175931'>ENSG00000175931</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=E2-230K'>E2-230K</a>
G6518		
G-15222		
G-2821		
G-44367		
EG10404		
AT5G17050		
G-2781		
G-9189		
EG12188		
G-44759		
EG10045		
G-9808		
G6944		
G-16		
G-6163		
G-11804		
G6523		
AT1G44446		
G-2864		
G-17891		
EG10655		
G-10220		
G6519		
G-58164		
G-2841		
G-10706		
G-2782		
G1G01-4207		
G7596		
G-63015		
G-6164		
G-12257		
EG11602		
AT4G14880		
G6755		
HS02645	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000104889'>ENSG00000104889</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH2A'>RNASEH2A</a>
G-3841		
G-27125		
EG10724		
G-12693		
G6634		
G-34639		
EG10575		
G-10988		
EG11336		
G-80621		
EG11072		
G-43948		
EG10927		
HS06638	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000139624'>ENSG00000139624</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC91012'>LOC91012</a>
EG10459		
G-80990		
EG11094		
G-14782		
EG10830		
HS10706	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000167165'>ENSG00000167165</a>	
EG11915		
G-15205		
EG10574		
G-44333		
EG11098		
AT5G13050		
EG10926		
G-9166		
EG10944		
G-44743		
EG10945		
G-9782		
EG10946		
G-15982		
EG11451		
G-11786		
EG10840		
AT1G22710		
EG11456		
G-17874		
EG11452		
G-10199		
G7800		
G-58148		
EG11458		
G-10679		
G1G01-1343		
EG11358		
G-62999		
EG10214		
G-12239		
G7322		
AT4G04610		
EG10619		
HS02454	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000103089'>ENSG00000103089</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FA2H'>FA2H</a>
EG11823		
G-265		
EG11363		
G-12673		
EG11204		
G-34623		
EG10206		
G-10971		
EG10620		
G-80606		
G7668		
HS06474		
EG11205		
G-80974		
EG10213		
G-14763		
G6968		
HS10520	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000172461'>ENSG00000172461</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT9'>FUT9</a>
EG10621		
G-43934		
G7842		
G-15190		
EG10859		
G-44310		
G7459		
AT5G06580		
EG10844		
G-9126		
EG30069		
G-44726		
EG10048		
G-9764		
EG11547		
G-15966		
EG10860		
G-11768		
G7629		
AT1G16540		
EG10856		
G-17858		
G7175		
G-10176		
EG10743		
G-58128		
EG11620		
G-10661		
EG11259		
G18NG-10731		
EG10861		
G-6221		
G7830		
G-12223		
EG10857		
AT3G59970		
EG11299		
HS02191		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ADA'>ADA</a>
BSU06460		
G-2543		
EG10965		
G-12656		
EG10032		
G-34607		
EG11819		
G-10955		
EG10650		
G-80590		
EG10774		
HS06327	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000137364'>ENSG00000137364</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=TPMT'>TPMT</a>
G-80958		
G-14745		
