Gene Name	Ensembl	GeneCards
AT5G16390		
G-15159		
G-80462		
G-10068		
G-14963		
SYNPCC7942_1175		
G-80954		
G-11178		
G-44285		
HS04703	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000123983</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FACL3</a>
G185E-4280		
G-11861		
G-338		
HS09820		
AT3G16390		
HP_RS01780		
G-9093		
G-43781		
G-123		
ATMG00070		
AT4G33670		
G-15934		
G-80837		
G-10527		
G-44161		
SYNPCC7942_0656		
G-44705		
G-11709		
G-17827		
HS08520		
G-9919		
G-9728		
G-8602		
G-5701		
G-12177		
YOR375C		
G-12547		
YHR144C		
G-10765		
G-15449		
HP_RS00345		
G18C3-400		
G-10368		
G-14620		
G-44579		
AT4G16700		
G-240		
G-9552		
AT1G31800		
G-55072		
SYNPCC7942_0333		
G-58872		
G-124280		
G-34565		
G-107536		
G-3205		
G-10873		
G185E-7206		
HS01957	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000100031</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>GGT1</a>
G-17697		
YOR002W		
G-80567		
G-138		
G-15074		
G-18377		
HP0326B		
G-11331		
G-58746		
HS05846		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MAN1A2</a>
G-107894		
AT3G57520		
AT4G12110		
HS00685	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000055609</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MLL3</a>
G-43892		
G-80444		
STM4471		
G-15143		
G-14947		
G-10052		
G-11160		
G-11347		
G-80937		
HS04513	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000121691</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CAT</a>
G-44268		
G-3282		
YNL117W		
G-11844		
AT3G11670		
HS09641	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000167792</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>NDUFV1</a>
G-43764		
HMPREF1322_RS08585		
G-9077		
AT5G65110		
G-12283		
G-80821		
AT3G25810		
G-1584		
G-11670		
G-10506		
HS08378	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000159228</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CBR1</a>
STM3319		
G-44689		
G-8241		
G-17811		
G-12159		
FY484_RS06640		
G-9709		
YGL202W		
G-55297		
G-44148		
YMR120C		
G-12531		
G-15432		
G-107634		
G-10351		
HMPREF1322_RS03560		
G18C3-375		
G-44562		
G-146		
G-9534		
AT3G07800		
G-2301		
G-124263		
AT1G20330		
G-107520		
STM1124		
G-58854		
G185E-6365		
G-34549		
G-17681		
EG12104		
G-10851		
G-1284		
HS01798	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000094598</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MAOA</a>
G-55056		
YLR395C		
G-80551		
G-18082		
G-15056		
G-58730		
HMPREF1322_RS00895		
G-11308		
G-107878		
HS05632	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000132423</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>COQ3</a>
HS00565	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000042832</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>TG</a>
AT2G43900		
AT3G63520		
G-80423		
G-43875		
G-14920		
SM_B20948		
G-15122		
G-11142		
G-10036		
HS04290	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000182752</a>	
EG11292		
G-80921		
G-320		
G-44252		
AT3G06350		
YLR056W		
G-11823		
G-43748		
HS09519		
AT5G58560		
GIO2-1735		
G-9049		
G-80804		
G-12266		
G-11634		
AT2G29390		
G-15540		
HS08206	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000157350</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SIAT4B</a>
G-10486		
G-81180		
SCO6274		
G-44673		
G-12134		
G-17791		
YDR503C		
CT_557		
G-9681		
G-44132		
G-55181		
G-15417		
YKL140W		
G-12510		
G-10335		
G-10762		
G-44544		
G7187		
G18C3-27		
G-9512		
G-9677		
G-124249		
AT1G76680		
G-55178		
G-107504		
G-12504		
G185E-5515		
SCO5879		
G-107617		
G-17665		
G18C3-24		
G-1281		
BSU38760		
G-14574		
G-55038		
G-2245		
G-18066		
YJL088W		
AT1G14520		
G-58347		
G-58828		
G-107862		
G66-33846	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENST00000357685</a>	
G-34530		
HS00389	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000018510</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>AGPS</a>
G-10818		
G-14899		
AT1G54870		
HS01565		
G-11126		
G-80530		
HS04135		
SCO4491		
G-15031		
G-312		
G-11261		
AT3G01120		
BSU36930		
HS05484	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000131069</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ACAS2</a>
G-80410		
G-15092		
G-43731		
YIL083C		
AT3G55030		
AT5G52570		
G-43856		
G-80788		
G66-31234	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000241935</a> // <a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENST00000488438</a> // <a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENST00000370646</a>	
G-10010		
G-11595		
G-80900		
HS08030	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000155097</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ATP6V1C1</a>
AT1G23310		
G-44228		
G-81164		
G-11796		
G-12109		
RHA1_RO10143		
HS09270		
YCL050C		
G-9026		
G-44116		
BSU35570		
G-12245		
G-15399		
G-15521		
G-10318		
YGR177C		
G-10458		
G-44524		
G-44653		
G-9476		
G3O-34274		
G-17769		
G-124234		
G-9653		
G-10749		
AF_RS09720		
G-55157		
G185E-5233		
G-12483		
G-17650		
RHA1_RO08054		
G-107602		
G-12792		
G185E-8122		
G-55020		
BSU30190		
G-14546		
G-18050		
G-2181		
G-58330		
YFR055W		
AT1G08480		
G-107847		
G-58812		
HS00277	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000010256</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>UQCRC1</a>
G3O-33794		
G-34512		
G-14883		
G-10800		
G-11109		
AF_RS00035		
HS01369	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000080819</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CPOX</a>
HS04050	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000116761</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CTH</a>
G-80513		
G-3002		
MGI:1927578		
G-15015		
AT2G43760		
G-11245		
G-80394		
BSU25180		
HS05366	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000130299</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>GTPBG3</a>
G-43712		
G-15076		
AT5G48010		
YDR376W		
AT3G47520		
G-80772		
G-43840		
G-11579		
G3O-32976		
EAS34		
HS07793	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000152127</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MGAT5</a>
G-80885		
G-12089		
HS17749	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000181915</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FLJ14547</a>
G-44211		
XSC		
G-11777		
G-44100		
BSU16770		
HS09121	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000164708</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>PGAM2</a>
G-15371		
G-9004		
G-10292		
YDL104C		
G-12229		
G-81151		
YOL151W		
G-44504		
G3O-32155		
G-15500		
G-9456		
G-10434		
G-12422		
HS16231		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FLJ22728</a>
G-44632		
G-107474		
G-17751		
G-17636		
BSU14870		
G-9628		
G-12775		
G-55139		
G-55004		
YBR176W		
G-12464		
G-18032		
G-107587		
G-58314		
G3O-31579		
G185E-8087		
G-107831		
G-14515		
HS00093	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000003400</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CASP10</a>
HS15658	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000168288</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CL25022</a>
G-208		
G-14867		
AT1G01710		
G-11089		
BSU11670		
G-58797		
HS03945	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000115850</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>LCT</a>
G-34496		
G-2962		
VC0774		
G-10794		
AT2G37940		
HS01175	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000075399</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>C16orf7</a>
G-7841		
G1G01-5290		
G-80497		
G-43696		
G-14999		
AT5G42590		
G3O-310		
G-11224		
G-80756		
HS05215	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000128683</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>GAD1</a>
G-11562		
HS14634	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000156795</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FLJ10204</a>
AT3G26060		
HS07693		
G-43814		
G-12073		
BSU08180		
BSU26890		
STM3477		
G-80869		
G-44082		
TX72_RS09980		
G-44195		
G-15350		
G-11750		
G-10272		
G1G01-4459		
HS08953	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000163864</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ENSG00000163864</a>
G-81135		
G-8872		
G-44483		
G3O-30231		
G-12210		
G-9440		
YMR105C		
G-124205		
HS13887		
G-15485		
G-107459		
G-10406		
G-1762		
BP07_RS06345		
G-44614		
G-12759		
G-9598		
G-54989		
TX72_RS07640		
G-55121		
G-18015		
G-12439		
G-9970		
G1G01-4386		
G-107570		
G-58298		
G185E-7821		
G-107815		
G3O-29519		
G-17732		
HS00032	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000198840</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MTND3</a>
G-14499		
G-14849		
HS13441	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000132744</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ACY-3</a>
G-2003		
G-11061		
G-58780		
G-283		
BAB_RS28110		
G-34479		
AT2G33150		
G-107924		
G-7102		
TX72_RS02605		
HS01034	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000071553</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ATP6IP1</a>
G-428		
G-80480		
AT5G35630		
G1G01-108		
G-14983		
HS03825		
G-11201		
G-80740		
G3O-28923		
HS05019	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000126457</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>HRMT1L2</a>
G-11545		
AT3G21750		
HS07548	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000148672</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>GLUD1</a>
HS13003	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000120733</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>C5orf7</a>
G-43798		
G-12057		
BBSF		
STM2040		
BAB_RS21550		
G-80853		
G-44066		
G-44179		
G-15331		
TX72_RS00400		
G-11726		
G-10250		
HS08711	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000189043</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>NDUFA4</a>
G-81119		
G185E-7830		
G-8733		
G-44467		
G-12194		
G-9417		
G1G01-887		
YLR134W		
G-124191		
G-15468		
G-107444		
HS12012	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000006459</a>	
G-10390		
G-169		
G-44599		
G-12741		
BAB_RS17610		
G-9573		
G-54973		
G-55101		
G-180		
SYNPCC7942_2156		
G-124297		
G-9950		
G-107555		
G-58282		
G185E-7240		
G185E-7654		
G-10780		
G-17714		
HP0840		
HP_RS07760		
G-14473		
G-14833		
G-193		
G-11037		
AT5G60340		
G-58764		
G-27226		
G-10791		
AT2G28190		
SYNPCC7942_1977		
HS00895		
G-6762		
G-80463		
G-412		
G185E-6318		
G-14964		
AT5G23320		
G-11179		
HS03696		
HP_RS05520		
HS04727	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000124172</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ATP5E</a>
G-80724		
G-339		
G-11523		
AT5G38710		
AT3G16400		
HS07428	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000147408</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ChGn</a>
G-43782		
G-12041		
SYNPCC7942_1343		
ATMG00160		
G-44050		
G-80838		
G-15315		
G185E-5383		
G-44162		
G-10233		
G-11710		
G-81103		
HP_RS03120		
HS08528		
G-44451		
G-8603		
PLZOG1		
AT5G13440		
G-12178		
G-9381		
YHR208W		
G-124177		
SYNPCC7942_1055		
G-15450		
G-107429		
G-10369		
G-1626		
G12WB-675		
G-44580		
G-12725		
G-9553		
G-546		
YPR183W		
G-55073		
G-17984		
G-124281		
G-9933		
HP_RS01375		
G-107537		
G-58266		
G185E-7207		
G-107785		
AT4G29530		
G-17698		
GIO6-20123		
G-1382		
G-14817		
SYNPCC7942_0609		
G-18378		
G-11019		
G-58747		
G-27211		
G-80433		
G-107895		
AT2G24210		
HS00703		
G-6601		
YOR245C		
G-80446		
G-394		
G-14948		
AT5G17050		
HP_RS00210		
G-11161		
HS03493	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000233076</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>DDAH2</a>
HS04527		
G-80708		
AT4G13300		
G-3283		
G-11503		
AT3G11750		
HS07258	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000145494</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>NDUFS6</a>
SYNPCC7942_0327		
G-43765		
G-12020		
AT5G66510		
G-44034		
G-15961		
G-80822		
G-153		
G-11671		
G-10211		
YOL066C		
HS08399	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000159399</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>HK2</a>
G-81078		
G-825		
G-44435		
HP0197		
G-12160		
HS11694	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000182022</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>GALNAC4S-6ST</a>
YGL203C		
G-9323		
AT3G54470		
G-44149		
G-124161		
G-15433		
G-107412		
STM3721		
G-10352		
G-16079		
G-44563		
G-12703		
FY484_RS12115		
G-9535		
G-5263		
G-124264		
G-17966		
YMR300C		
G-107521		
G-9915		
G185E-6366		
G-58249		
HMPREF1322_RS06825		
G-17682		
G-10777		
G-130		
G66-47646	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000186529</a>	
AT3G23920		
G-18083		
G-14795		
G-58731		
G-11003		
STM2437		
G-107879		
G-27197		
HS00573		
AT2G19800		
FY484_RS04700		
G-80424		
G-635		
G-14921		
G-3802		
YMR013C		
G-11145		
HS03359	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000110958</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>TEBP</a>
HS04297	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000119421</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>NDUFA8</a>
G-80691		
HMPREF1322_RS02875		
G-3201		
G-11485		
AT3G06580		
HS07125		
AT3G06060		
G-43749		
G-12002		
AT5G58860		
G-44018		
STM0689		
G-80805		
G-15283		
G-11637		
G-10189		
EG11735		
HS08224		
G-81062		
G-81181		
G-4442		
YLR307W		
G-12135		
HS11347	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000179085</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>DPM3</a>
YDR538W		
G-9303		
HMPREF1322_RS00350		
G-44133		
G-124147		
G-15418		
G-10724		
AT2G40840		
G-10336		
G-16060		
G-44545		
G-12683		
SMC04325		
G-9513		
G-518		
G-12425		
G-17946		
EG11166		
G-107505		
G-9897		
G185E-5517		
G-58233		
YLL060C		
G-17666		
G-107755		
G-12810		
G66-31585		
GIO2-1004		
G-55039		
G-14772		
G-18067		
G-10988		
AT2G23000		
G-58348		
G-27179		
G-107863		
AT2G03760		
SCO6266		
HS00395	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000019186</a>	
G-63073		
G-149		
G-376		
CT_054		
G-11127		
HS03249	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000109685</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>WHSC1</a>
HS04139	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000117480</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FAAH</a>
G-80675		
YKL029C		
G-3121		
G-11466		
AT3G01640		
HS06975		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>DPYD</a>
G6989		
G-80411		
AT5G07370		
G-43732		
G-11976		
AT1G70580		
AT5G52840		
G-44002		
G-80789		
G-15261		
SCO5091		
G-11596		
G-10168		
HS08034		
G-81045		
BSU38530		
G-81165		
G-44405		
G-12110		
HS11043	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000176387</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>HSD11B2</a>
YJL002C		
YCR034W		
G-9249		
G-44117		
G-12403		
G66-33375	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENST00000330342</a>	
G-154		
G-10702		
G-10320		
G-16039		
AT1G48320		
G-44525		
G-10657		
G-9477		
G-12664		
SCO2783		
G-124235		
G-5081		
G-107490		
G-17925		
BSU35750		
G185E-5248		
G-9868		
G-17651		
G-58209		
YIL043C		
G-12793		
G-10774		
G-55021		
G3O-33		
G66-30734	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENST00000331373</a>	
G-18051		
G-14756		
G-58331		
G-10971		
AT1G19250		
G-107848		
G-27163		
HS00286		
AT1G79010		
RHA1_RO10133		
G-14884		
G-63055		
G-11110		
G-364		
BSU35530		
HS04051	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000116771</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>AGMAT</a>
HS03017	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000107669</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ATE1</a>
G-3003		
G-80659		
YGR019W		
AT2G43820		
G-11444		
G-80395		
HS06786	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000140990</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>NDUFB10</a>
G3O-34137		
G-43714		
AT5G04040		
AT5G48180		
G-11956		
AF_RS09690		
G-80773		
G-43986		
G-11580		
G-15243		
Q0105		
HS07800	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000152234</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ATP5A1</a>
G-10152		
G-12090		
G-81030		
BSU29390		
YAL012W		
G-44387		
G-44101		
HS10828	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000196177</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ACADSB</a>
YFR019W		
G-15373		
G-9217		
G-10293		
G-12388		
G3O-33724		
G-81152		
G-10674		
G-44505		
G-16014		
G3O-33618		
G-9457		
G-10632		
G-124220		
G-12648		
MGI:1914353		
G-107475		
G-494		
G-17637		
G-17908		
BSU23140		
G-12776		
G-9837		
G-55005		
G-58193		
YDR294C		
G-18033		
G-107724		
G-58315		
G3O-30249		
G3O-32806		
G-107832		
G-14736		
HS00103	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000004468</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CD38</a>
G-10955		
HS17614	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000181027</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FKRP</a>
G-14868		
G-27143		
G-11090		
AT1G76090		
BSU15560		
HS03952	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000115919</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>KYNU</a>
G-63040		
G-2965		
G-351		
YDL052C		
AT2G38050		
HS02869	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000106144</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CASP2</a>
G-7842		
G-80643		
G3O-32117		
G-43697		
G-11426		
AT5G42600		
HS06629		
HS16149	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000172922</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>FLJ20974</a>
G-80757		
AT4G35420		
G-11563		
G-11937		
BSU13730		
HS07699	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000150991</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>UBC</a>
G-43970		
G-12074		
G-15223		
YBR110W		
STM4044		
G-10136		
G-44083		
G-81014		
G3O-31428		
G-15351		
G-44370		
G-10273		
HS10601		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ADH5</a>
HS15548	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000167397</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>IMAGE3455200</a>
G-81136		
G-9194		
G-44484		
G-12372		
BSU11340		
G-9441		
G-160		
G-124206		
G-10608		
TX72_RS12635		
G-10746		
G-12623		
G-17620		
G-4622		
G1G01-4796		
G-12760		
G-17892		
G-54990		
G-9816		
G3O-30885		
G-18016		
G-58176		
G-9971		
G-107709		
HS14498	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000153989</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>LOC116150</a>
G-58299		
G1G01-4213		
G-107816		
G-14702		
BSU06150		
HS00033	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000198886</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MTND4</a>
G-10936		
G-14852		
G-27126		
TX72_RS09905		
G-11064		
AT1G69500		
G-284		
G-63023		
G3O-30165		
AT2G33220		
G-34640		
G-7121		
HS02643	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000104885</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>DOT1L</a>
HS13795	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000139718</a>	
G-429		
G-80626		
AT5G36150		
G-11405		
BP07_RS06330		
HS03841		
HS06489	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000138356</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>AOX1</a>
G-80741		
AT4G31970		
TX72_RS07445		
G-11547		
G-11914		
HS07560	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000148795</a>	
G-43954		
G1G01-3089		
G-12058		
G-15206		
STM2041		
G-10116		
G3O-29458		
G-44067		
G-80998		
G-15332		
G-44337		
HS13400	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000131873</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>CHSY1</a>
G-10251		
HS10382		
G-81120		
G-9171		
BAB_RS26685		
G-44468		
G-12356		
G-9418		
G-15985		
TX72_RS01490		
G-124192		
G-10587		
G-107445		
G-12602		
G1FZ6-5513		
G-1721		
G-44751		
G-12742		
G-17875		
G3O-2		
G-54974		
G-9791		
G-18000		
G-58153		
HS12771		
G-9951		
G-107690		
G-58283		
G1G01-2278		
BAB_RS20495		
G-107800		
G-14673		
HS00008		
G-268		
SYNPCC7942_2537		
G-14834		
AT1G65880		
G-11038		
G-63007		
G185E-7767		
G-27227		
G-34624		
AT2G28605		
G-10923		
HS11961		<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>MAN2A2</a>
G-6781		
HS02450	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000103064</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SLC7A6</a>
G-413		
G-80611		
BAB_RS16650		
AT5G23670		
G-11389		
HS03712	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000113732</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ATP6V0E</a>
HS06393	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000137767</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>SQRDL</a>
SYNPCC7942_2093		
G-80725		
AT4G27030		
G-11525		
G-11893		
G185E-6854		
HS07429	<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=~A'>ENSG00000147416</a>	<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=~A'>ATP6V1B2</a>
